Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S1186,John Miller,"male, 5'6"", grey sweater",11,2025-06-27,18-24,Bicycle theft,Yes,NW11 1BY
S0131,Christopher Taylor,"male, 5'6"", dark coat",18,2025-07-20,35-44,Theft from the person,No,W1X 2EB
S0781,Steven Hall,"female, 6'1"", white t-shirt",13,2025-05-03,18-24,Theft from the person,No,N15 9DA
S1383,Charlotte Garcia,"female, 5'8"", white t-shirt",13,2025-07-26,25-34,Bicycle theft,Yes,KT3 5LB
S0121,John Mitchell,"female, 6'0"", tracksuit",8,2025-06-14,35-44,Bicycle theft,No,NW11 0BJ
S1260,Mia Campbell,"female, 5'8"", red jacket",12,2025-06-16,45-54,Bicycle theft,Yes,N3 9FS
S0802,Sophia Jones,"male, 5'11"", baseball cap",4,2025-05-23,45-54,Bicycle theft,Yes,NW7 3RR
S1100,Donna Smith,"female, 5'7"", white t-shirt",22,2025-06-30,55+,Bicycle theft,Yes,UB8 3UY
S1192,William Martinez,"male, 5'6"", black hoodie",21,2025-06-22,45-54,Theft from the person,No,N13 4DQ
S1451,David Ramirez,"female, 5'5"", blue jeans",38,2025-05-12,45-54,Theft from the person,Yes,W1A 4NE
S0237,Emma Brown,"male, 5'6"", black hoodie",8,2025-05-29,18-24,Theft from the person,Yes,SE17 9BS
S0172,Olivia Hill,"female, 5'8"", white t-shirt",9,2025-05-20,45-54,Theft from the person,Yes,RM3 9QA
S1250,Elizabeth Johnson,"male, 5'6"", black hoodie",2,2025-07-27,45-54,Theft from the person,No,TW7 6TU
S0948,Barbara Young,"male, 5'10"", tracksuit",6,2025-06-15,45-54,Theft from the person,No,RM3 8LE
S1051,Mia Torres,"male, 5'4"", red jacket",6,2025-07-26,45-54,Bicycle theft,No,CR3 1AN
S1086,Lisa Miller,"male, 5'8"", leather jacket",22,2025-06-12,55+,Theft from the person,No,EC3A 8JN
S1464,Emma Baker,"female, 5'7"", blue jeans",32,2025-07-25,55+,Theft from the person,No,BR3 3SZ
S1319,Robert Roberts,"male, 5'11"", tracksuit",16,2025-05-12,45-54,Bicycle theft,Yes,BR5 1BX
S0902,Helen Hill,"male, 5'9"", denim jacket",13,2025-05-29,25-34,Bicycle theft,No,W7 3HW
S1088,Betty Davis,"male, 5'7"", black hoodie",29,2025-06-15,35-44,Bicycle theft,No,UB10 9BA
S1156,Sophia Jackson,"female, 5'4"", denim jacket",28,2025-06-16,45-54,Theft from the person,No,NW1 9LQ
S1450,Mary Taylor,"male, 5'6"", blue jeans",31,2025-07-28,35-44,Bicycle theft,No,E10 6BS
S0020,Barbara Williams,"female, 5'8"", black hoodie",7,2025-06-26,55+,Bicycle theft,No,TW5 9SH
S0305,William Baker,"female, 5'5"", grey sweater",13,2025-07-07,55+,Theft from the person,No,SE12 0JG
S1100,Donna Smith,"female, 5'7"", white t-shirt",12,2025-07-30,55+,Bicycle theft,No,SE1 2PF
S1281,Mia Garcia,"male, 5'11"", white t-shirt",30,2025-05-19,45-54,Theft from the person,Yes,N4 2EZ
S1248,Michelle Jones,"female, 5'4"", dark coat",14,2025-07-19,25-34,Theft from the person,Yes,W1K 7PW
S1465,Emma Roberts,"female, 5'9"", grey sweater",12,2025-05-18,25-34,Bicycle theft,Yes,SE9 4ZN
S1185,Barbara Rodriguez,"female, 6'1"", blue jeans",12,2025-05-27,55+,Bicycle theft,No,N4 1GQ
S1203,Olivia Adams,"male, 5'11"", red jacket",3,2025-06-08,25-34,Theft from the person,No,SW2 4AU
S1441,Michelle Perez,"male, 5'9"", black hoodie",24,2025-07-27,25-34,Theft from the person,No,RM9 6HE
S0102,Patricia Lee,"female, 5'11"", red jacket",15,2025-05-21,45-54,Theft from the person,Yes,UB8 9YN
S0452,Donna Perez,"female, 5'7"", red jacket",10,2025-05-02,55+,Theft from the person,No,N14 5PQ
S1457,Richard Rodriguez,"male, 5'6"", grey sweater",2,2025-05-06,25-34,Bicycle theft,No,EN5 4WB
S0766,Nancy Moore,"female, 5'4"", grey sweater",0,2025-06-07,18-24,Theft from the person,Yes,BR2 8BH
S1081,Charles Baker,"male, 5'7"", grey sweater",1,2025-06-13,55+,Theft from the person,Yes,TN16 3JT
S0045,Helen Nelson,"male, 5'11"", red jacket",16,2025-07-12,55+,Bicycle theft,Yes,W2 5XP
S0871,Helen Walker,"female, 5'4"", denim jacket",11,2025-07-06,18-24,Bicycle theft,Yes,N1 3NP
S0968,Thomas Lee,"male, 5'11"", black hoodie",13,2025-06-12,55+,Theft from the person,No,HA9 0GX
S1225,Carol Wilson,"male, 6'0"", tracksuit",9,2025-07-04,55+,Bicycle theft,Yes,HA7 1FJ
S0660,Emma Nelson,"female, 6'0"", red jacket",12,2025-06-07,45-54,Theft from the person,Yes,E14 6XZ
S0493,Carol Taylor,"male, 6'0"", black hoodie",9,2025-06-27,35-44,Bicycle theft,No,W11 2HP
S1435,Sandra Taylor,"female, 5'11"", white t-shirt",34,2025-06-27,18-24,Bicycle theft,Yes,N5 1YG
S0682,Sophia Jackson,"male, 5'10"", dark coat",9,2025-07-22,25-34,Theft from the person,Yes,EC1A 4EL
S1434,Charlotte Garcia,"female, 6'2"", baseball cap",12,2025-06-06,25-34,Theft from the person,Yes,N2 9JA
S1059,Michael Davis,"male, 5'5"", blue jeans",12,2025-05-15,55+,Bicycle theft,Yes,HA4 7AA
S1184,Harper Lewis,"female, 5'11"", leather jacket",19,2025-05-20,55+,Theft from the person,No,W1U 4AE
S1081,Charles Baker,"male, 5'7"", grey sweater",22,2025-07-23,25-34,Theft from the person,Yes,SW9 9PG
S1315,Christopher Williams,"female, 5'10"", blue jeans",5,2025-05-02,45-54,Theft from the person,Yes,SE24 0XQ
S0452,Donna Perez,"female, 5'7"", red jacket",17,2025-07-06,35-44,Bicycle theft,Yes,KT3 5DY
S1062,Ava Mitchell,"female, 5'7"", white t-shirt",7,2025-05-17,18-24,Theft from the person,Yes,RM14 2AJ
S1302,Daniel Lewis,"female, 6'1"", dark coat",1,2025-07-11,45-54,Theft from the person,Yes,UB7 9LL
S1298,Christopher Perez,"female, 5'11"", baseball cap",8,2025-07-22,18-24,Theft from the person,No,N11 3ZE
S1171,Elizabeth Young,"male, 5'4"", black hoodie",18,2025-07-01,18-24,Theft from the person,Yes,E2 6DA
S0485,Ruth White,"male, 5'10"", white t-shirt",12,2025-07-03,35-44,Bicycle theft,Yes,N4 4XA
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",15,2025-06-19,35-44,Theft from the person,Yes,SE3 3EU
S1215,James Adams,"female, 5'7"", denim jacket",14,2025-06-13,25-34,Theft from the person,No,NW2 2NR
S0685,Ava Lee,"male, 5'7"", leather jacket",5,2025-05-11,25-34,Theft from the person,No,W1A 6ST
S1130,Joshua Hill,"female, 5'5"", blue jeans",30,2025-07-07,35-44,Theft from the person,Yes,E3 3TD
S1325,Thomas Sanchez,"male, 5'8"", blue jeans",20,2025-06-06,55+,Theft from the person,No,W4 4HR
S0316,Daniel Taylor,"female, 5'7"", white t-shirt",16,2025-06-22,25-34,Bicycle theft,Yes,N7 0ZA
S1475,Susan Thomas,"female, 5'9"", white t-shirt",37,2025-07-02,18-24,Bicycle theft,No,SW15 1RP
S1191,Sarah Rodriguez,"female, 5'8"", red jacket",14,2025-07-08,18-24,Bicycle theft,Yes,RM14 1UZ
S1098,Daniel Thompson,"female, 5'11"", baseball cap",15,2025-05-11,55+,Bicycle theft,No,SE3 7UX
S0018,Patricia Miller,"female, 5'8"", tracksuit",1,2025-06-12,45-54,Bicycle theft,Yes,E18 2NG
S0859,Emma Baker,"male, 5'11"", white t-shirt",6,2025-07-05,35-44,Bicycle theft,Yes,IG8 0EW
S0733,Joseph Flores,"male, 6'2"", dark coat",9,2025-06-14,18-24,Theft from the person,No,KT2 5SQ
S1304,Joseph Perez,"male, 5'6"", dark coat",19,2025-05-17,55+,Theft from the person,No,SE15 2JD
S0829,Sharon Brown,"male, 6'2"", grey sweater",19,2025-05-21,25-34,Bicycle theft,No,N17 8BG
S1481,Charles King,"male, 5'11"", baseball cap",23,2025-05-02,35-44,Bicycle theft,Yes,W1U 1AG
S1100,Donna Smith,"female, 5'7"", white t-shirt",17,2025-06-05,55+,Bicycle theft,No,HA2 8SB
S1418,Joseph Ramirez,"male, 6'1"", grey sweater",15,2025-06-01,55+,Theft from the person,Yes,W1H 8DP
S0391,Michael Perez,"male, 5'9"", dark coat",11,2025-06-01,55+,Bicycle theft,No,W1U 1DH
S0606,Sharon Hall,"female, 5'6"", baseball cap",12,2025-05-12,18-24,Bicycle theft,No,RM9 9EE
S0855,Matthew King,"female, 6'1"", dark coat",5,2025-07-01,35-44,Theft from the person,Yes,NW8 6ZB
S0727,Ava Roberts,"female, 6'0"", leather jacket",17,2025-06-13,55+,Bicycle theft,No,WC1E 6HN
S1396,Daniel Carter,"female, 6'1"", red jacket",12,2025-06-20,45-54,Theft from the person,No,W1F 9EG
S1474,Sophia Williams,"female, 5'9"", black hoodie",7,2025-07-01,35-44,Theft from the person,No,TW3 3QA
S0987,Joseph Walker,"female, 5'6"", black hoodie",6,2025-05-25,18-24,Theft from the person,No,N22 7AJ
S1144,Sandra Wright,"male, 5'4"", tracksuit",9,2025-07-23,25-34,Theft from the person,Yes,N10 3WP
S0680,Michelle Jackson,"male, 5'5"", leather jacket",13,2025-06-10,25-34,Bicycle theft,No,N17 7QD
S0310,Evelyn Jones,"male, 6'0"", baseball cap",7,2025-06-17,35-44,Bicycle theft,No,EC2V 7HN
S1258,Daniel Hernandez,"male, 6'1"", leather jacket",14,2025-06-25,18-24,Bicycle theft,No,NW1 2NP
S1455,Lisa Smith,"male, 5'4"", grey sweater",32,2025-05-28,25-34,Bicycle theft,Yes,TW6 2RD
S1195,Donna Thompson,"male, 5'9"", grey sweater",11,2025-06-15,35-44,Bicycle theft,No,SE1 7UY
S0237,Emma Brown,"male, 5'6"", black hoodie",10,2025-06-25,45-54,Bicycle theft,Yes,N13 4UL
S0070,David Perez,"female, 6'2"", red jacket",13,2025-05-03,25-34,Theft from the person,Yes,SM3 9DT
S1393,William Ramirez,"male, 5'8"", red jacket",4,2025-05-20,55+,Bicycle theft,No,SW8 2LA
S0780,Lisa Gonzalez,"male, 5'5"", grey sweater",14,2025-07-06,45-54,Bicycle theft,No,DA5 3DX
S0552,William Jones,"male, 5'8"", dark coat",21,2025-07-04,25-34,Theft from the person,Yes,NW9 5RA
S0303,Nancy Nguyen,"female, 5'5"", red jacket",0,2025-05-31,35-44,Bicycle theft,Yes,NW8 7HT
S0007,Christopher Hernandez,"female, 5'4"", dark coat",8,2025-07-04,55+,Theft from the person,No,E14 0AE
S1397,Linda Torres,"female, 5'10"", grey sweater",16,2025-07-21,55+,Theft from the person,No,SW1Y 5JG
S1389,Evelyn Campbell,"female, 6'1"", grey sweater",16,2025-07-31,25-34,Theft from the person,Yes,EN2 0DU
S1031,Mia Ramirez,"female, 6'2"", denim jacket",6,2025-07-11,45-54,Bicycle theft,No,BR3 2LL
S0714,Lisa Johnson,"male, 5'6"", grey sweater",6,2025-05-10,55+,Theft from the person,No,UB1 3NT
S0390,Isabella Miller,"male, 5'5"", black hoodie",0,2025-05-24,18-24,Theft from the person,No,CR5 2HG
S0196,Sandra Hernandez,"male, 6'1"", leather jacket",8,2025-06-25,25-34,Theft from the person,Yes,W1H 5TF
S0081,Andrew Williams,"male, 5'11"", leather jacket",15,2025-06-27,35-44,Theft from the person,Yes,E8 3XD
S1498,Carol Brown,"male, 5'6"", dark coat",24,2025-07-05,45-54,Bicycle theft,No,HA2 0XE
S0170,Mary Hernandez,"male, 5'10"", red jacket",9,2025-05-21,45-54,Bicycle theft,No,CR0 2GY
S1344,Sandra White,"female, 6'0"", tracksuit",11,2025-07-17,55+,Theft from the person,Yes,SW17 8ER
S0432,Ruth Roberts,"female, 6'2"", denim jacket",4,2025-07-13,35-44,Theft from the person,Yes,RM7 1SF
S1432,Richard Smith,"female, 5'5"", red jacket",18,2025-05-08,25-34,Theft from the person,No,SE2 9ND
S0149,Linda Nelson,"male, 5'10"", blue jeans",11,2025-06-12,18-24,Bicycle theft,No,NW5 9NR
S0290,Christopher Rivera,"female, 6'0"", dark coat",18,2025-05-05,35-44,Bicycle theft,Yes,KT2 5JP
S0200,James Flores,"female, 5'4"", black hoodie",12,2025-05-20,55+,Theft from the person,Yes,SE6 2HX
S0852,Paul Perez,"male, 5'11"", denim jacket",4,2025-05-22,45-54,Bicycle theft,Yes,E6 9BG
S0830,Elizabeth Thompson,"female, 5'5"", dark coat",9,2025-05-14,35-44,Bicycle theft,Yes,BR4 0NN
S0766,Nancy Moore,"female, 5'4"", grey sweater",5,2025-06-03,18-24,Bicycle theft,No,NW1W 9WD
S0767,Jessica Robinson,"male, 5'4"", black hoodie",14,2025-06-07,35-44,Bicycle theft,Yes,SW19 6RH
S0459,Mary Thompson,"female, 6'0"", red jacket",14,2025-06-29,25-34,Bicycle theft,No,E1 1DX
S1110,Steven Flores,"male, 6'1"", grey sweater",15,2025-07-22,25-34,Theft from the person,Yes,UB1 2EL
S1258,Daniel Hernandez,"male, 6'1"", leather jacket",17,2025-05-25,55+,Theft from the person,No,N9 1GR
S0275,Barbara Rivera,"male, 5'9"", leather jacket",14,2025-07-26,35-44,Bicycle theft,No,SW10 0JP
S0547,Robert Martin,"male, 5'7"", dark coat",23,2025-07-30,45-54,Bicycle theft,Yes,SW4 9XB
S1417,William Martin,"male, 5'9"", leather jacket",18,2025-05-25,35-44,Theft from the person,Yes,SW11 1XR
S0765,Elizabeth Thompson,"male, 6'2"", white t-shirt",22,2025-06-20,55+,Theft from the person,Yes,TW1 2US
S1282,Sandra Garcia,"male, 5'5"", black hoodie",11,2025-06-17,45-54,Bicycle theft,Yes,TW2 7DH
S1344,Sandra White,"female, 6'0"", tracksuit",2,2025-05-24,18-24,Bicycle theft,Yes,EN5 5BG
S1497,Joshua Harris,"male, 5'6"", denim jacket",12,2025-07-22,45-54,Theft from the person,Yes,TW7 4QF
S1479,Mark Lee,"male, 5'4"", dark coat",39,2025-06-26,35-44,Bicycle theft,No,SW1P 1GW
S1203,Olivia Adams,"male, 5'11"", red jacket",2,2025-05-11,35-44,Theft from the person,Yes,EC4R 2BB
S1153,Barbara Perez,"male, 5'6"", dark coat",21,2025-06-02,55+,Bicycle theft,Yes,HA5 2RW
S1102,Christopher Garcia,"female, 6'1"", blue jeans",14,2025-05-29,25-34,Theft from the person,No,N17 7RQ
S0492,Ruth Martin,"female, 5'11"", black hoodie",7,2025-05-04,45-54,Theft from the person,Yes,E1 9ND
S1110,Steven Flores,"male, 6'1"", grey sweater",16,2025-05-16,55+,Bicycle theft,Yes,NW1 4DP
S1490,Ruth Perez,"female, 5'6"", denim jacket",17,2025-07-19,18-24,Theft from the person,No,N18 1PW
S1500,Barbara Thompson,"female, 5'7"", dark coat",10,2025-07-10,25-34,Bicycle theft,No,SW17 1EG
S0881,Elizabeth Martinez,"female, 5'5"", dark coat",7,2025-07-10,25-34,Bicycle theft,Yes,N14 4RR
S0743,Donna Nelson,"female, 5'5"", baseball cap",1,2025-05-23,18-24,Bicycle theft,No,HA8 9LE
S1472,Barbara Martin,"female, 6'1"", leather jacket",13,2025-05-03,45-54,Bicycle theft,No,E5 9SY
S0153,Robert Hill,"female, 6'0"", grey sweater",6,2025-07-24,55+,Theft from the person,Yes,SE1 6BS
S0182,Donald Moore,"female, 5'4"", blue jeans",1,2025-07-31,45-54,Bicycle theft,No,N19 4RU
S0111,Daniel Hernandez,"female, 6'0"", baseball cap",20,2025-05-01,18-24,Bicycle theft,No,SE1 7TB
S1351,James Brown,"male, 6'0"", white t-shirt",28,2025-05-02,55+,Bicycle theft,Yes,W10 6UN
S0580,Evelyn Hall,"female, 5'7"", dark coat",13,2025-05-17,55+,Bicycle theft,No,E7 8RG
S1281,Mia Garcia,"male, 5'11"", white t-shirt",19,2025-07-01,25-34,Theft from the person,No,SW16 2BG
S1192,William Martinez,"male, 5'6"", black hoodie",6,2025-07-01,35-44,Theft from the person,No,E1 6DG
S0450,William Johnson,"female, 5'9"", baseball cap",11,2025-06-18,25-34,Theft from the person,No,EC4V 3ND
S1387,William Garcia,"female, 6'2"", tracksuit",18,2025-06-29,45-54,Theft from the person,No,SE11 6AG
S1319,Robert Roberts,"male, 5'11"", tracksuit",9,2025-07-21,18-24,Bicycle theft,Yes,N1 7UB
S1123,Christopher Davis,"male, 5'11"", black hoodie",9,2025-05-10,18-24,Theft from the person,No,SW6 6SR
S0078,Joseph Lopez,"female, 6'0"", baseball cap",3,2025-05-09,35-44,Bicycle theft,Yes,BR2 8RA
S1476,Matthew Williams,"female, 5'8"", denim jacket",40,2025-06-21,18-24,Bicycle theft,Yes,SE1 3PR
S1485,Harper Taylor,"female, 5'7"", grey sweater",18,2025-07-02,55+,Theft from the person,No,HA4 9NQ
S0059,David Lopez,"male, 5'7"", baseball cap",3,2025-05-01,25-34,Bicycle theft,No,SE2 9SU
S0773,Sarah Rodriguez,"male, 5'7"", leather jacket",13,2025-05-08,35-44,Bicycle theft,Yes,SE16 1HD
S1267,Betty Hernandez,"female, 5'8"", black hoodie",11,2025-06-22,18-24,Theft from the person,No,SE8 5UJ
S1474,Sophia Williams,"female, 5'9"", black hoodie",1,2025-05-11,18-24,Theft from the person,Yes,SE27 0DB
S0247,Betty Lopez,"female, 6'0"", white t-shirt",9,2025-05-27,45-54,Theft from the person,No,EN2 7DZ
S0975,Matthew Rodriguez,"female, 6'1"", grey sweater",6,2025-07-29,25-34,Bicycle theft,No,SW19 9GA
S1465,Emma Roberts,"female, 5'9"", grey sweater",13,2025-06-21,25-34,Bicycle theft,Yes,HA9 1BZ
S0207,Evelyn Thompson,"male, 5'6"", leather jacket",8,2025-06-18,55+,Theft from the person,No,SW19 2AH
S1356,Thomas Williams,"male, 5'4"", grey sweater",13,2025-05-15,35-44,Bicycle theft,No,UB5 6QE
S1330,Emma Carter,"female, 6'0"", grey sweater",7,2025-07-13,35-44,Bicycle theft,No,SW11 7EY
S1127,Sarah Smith,"male, 5'4"", black hoodie",28,2025-06-28,18-24,Theft from the person,No,HA4 7ST
S0374,Emma Campbell,"male, 5'10"", grey sweater",10,2025-07-16,35-44,Bicycle theft,No,EN2 8HE
S1499,Thomas Roberts,"male, 5'7"", leather jacket",10,2025-07-27,45-54,Bicycle theft,No,SE7 8DR
S0080,Betty Flores,"female, 5'10"", black hoodie",17,2025-05-22,45-54,Theft from the person,No,DA7 9NN
S0829,Sharon Brown,"male, 6'2"", grey sweater",8,2025-05-15,55+,Theft from the person,Yes,IG8 7HF
S1296,Mia Johnson,"male, 5'7"", blue jeans",12,2025-05-07,45-54,Theft from the person,No,DA17 5ZG
S0104,Steven Sanchez,"male, 6'2"", denim jacket",3,2025-05-24,45-54,Bicycle theft,No,E1 9UF
S1499,Thomas Roberts,"male, 5'7"", leather jacket",32,2025-05-01,25-34,Bicycle theft,Yes,BR6 6ZH
S0310,Evelyn Jones,"male, 6'0"", baseball cap",8,2025-05-11,35-44,Bicycle theft,No,TW6 2ED
S1488,Andrew Anderson,"female, 5'10"", grey sweater",29,2025-05-27,18-24,Bicycle theft,Yes,SE10 8YE
S1378,David Jackson,"male, 5'8"", white t-shirt",18,2025-07-09,25-34,Theft from the person,No,SW10 9TG
S0726,Charles Gonzalez,"female, 6'1"", blue jeans",7,2025-05-20,45-54,Bicycle theft,No,IG2 7AR
S1440,Mia Thompson,"female, 5'4"", baseball cap",8,2025-07-26,18-24,Theft from the person,Yes,EN3 5TZ
S1379,Ava Rodriguez,"female, 6'2"", tracksuit",11,2025-06-05,35-44,Theft from the person,No,WC2B 4PL
S1145,Paul Wright,"female, 6'0"", tracksuit",22,2025-07-26,55+,Bicycle theft,Yes,SW15 2DZ
S0183,Emma Perez,"female, 6'0"", dark coat",22,2025-06-22,18-24,Theft from the person,Yes,UB5 6GA
S0227,Jennifer Anderson,"male, 5'10"", blue jeans",3,2025-07-02,55+,Theft from the person,Yes,RM8 2TT
S1342,Mia Smith,"female, 6'1"", blue jeans",14,2025-07-08,25-34,Theft from the person,No,N8 8QS
S0168,Anthony Martin,"female, 5'9"", tracksuit",20,2025-05-15,45-54,Theft from the person,Yes,BR3 5ZS
S0522,Amelia Anderson,"female, 5'11"", blue jeans",11,2025-07-18,18-24,Bicycle theft,No,CR8 2ZZ
S1283,Patricia Williams,"male, 5'9"", tracksuit",26,2025-07-28,25-34,Theft from the person,Yes,RM7 9EU
S0128,William Clark,"female, 6'0"", blue jeans",4,2025-06-18,55+,Bicycle theft,Yes,SE15 2PU
S0243,Ava Miller,"female, 6'0"", grey sweater",3,2025-06-07,55+,Bicycle theft,No,N10 1JD
S1395,Carol Perez,"female, 6'0"", blue jeans",31,2025-07-11,45-54,Bicycle theft,No,N4 4NB
S0966,Nancy Flores,"female, 5'10"", tracksuit",5,2025-07-13,25-34,Bicycle theft,No,E1 0HF
S0621,Matthew Hill,"male, 5'5"", blue jeans",18,2025-06-22,55+,Bicycle theft,No,NW1 0EN
S0865,Donna Rodriguez,"male, 5'7"", baseball cap",11,2025-05-26,25-34,Bicycle theft,Yes,CR4 4YN
S0972,John Baker,"male, 5'6"", grey sweater",15,2025-06-15,18-24,Theft from the person,Yes,N1 7FX
S1489,Helen Carter,"male, 5'6"", white t-shirt",6,2025-07-02,25-34,Bicycle theft,Yes,SW7 3HY
S1211,Betty Jones,"female, 5'9"", red jacket",27,2025-06-07,35-44,Bicycle theft,Yes,SE16 5NZ
S1051,Mia Torres,"male, 5'4"", red jacket",8,2025-07-21,45-54,Bicycle theft,No,SM3 8DN
S1451,David Ramirez,"female, 5'5"", blue jeans",14,2025-06-10,45-54,Bicycle theft,Yes,EC3N 1AJ
S0540,Richard Smith,"male, 6'1"", black hoodie",15,2025-07-15,55+,Bicycle theft,No,WC2N 6JB
S0597,Nancy Davis,"male, 5'7"", baseball cap",11,2025-07-23,18-24,Theft from the person,Yes,NW10 0RL
S1327,Ava Torres,"male, 5'7"", white t-shirt",16,2025-07-09,25-34,Bicycle theft,Yes,SE27 0SL
S1190,David Lopez,"female, 5'11"", black hoodie",21,2025-05-11,35-44,Theft from the person,No,BR7 5NT
S1236,Robert Smith,"male, 5'4"", leather jacket",20,2025-06-11,35-44,Bicycle theft,Yes,RM6 5JG
S1346,Charles Rivera,"male, 5'10"", tracksuit",12,2025-06-09,25-34,Theft from the person,No,E4 8NR
S0288,Harper Scott,"male, 5'10"", denim jacket",3,2025-07-01,55+,Bicycle theft,Yes,HA0 2EP
S0287,Matthew Nguyen,"female, 6'0"", tracksuit",17,2025-05-25,45-54,Bicycle theft,Yes,SE17 1FG
S1290,Emma Martin,"female, 5'6"", tracksuit",18,2025-06-08,55+,Theft from the person,No,NW6 4WW
S1289,Donna Martin,"male, 5'9"", white t-shirt",21,2025-07-11,45-54,Bicycle theft,No,SW15 3XE
S0549,Thomas Rodriguez,"male, 5'11"", leather jacket",11,2025-05-29,18-24,Theft from the person,No,W1U 3DR
S0866,Lisa Green,"female, 5'8"", grey sweater",5,2025-06-30,35-44,Bicycle theft,Yes,SW1V 3WJ
S1185,Barbara Rodriguez,"female, 6'1"", blue jeans",20,2025-07-18,18-24,Theft from the person,No,SW7 1WZ
S1451,David Ramirez,"female, 5'5"", blue jeans",11,2025-05-15,18-24,Theft from the person,No,NW9 7RB
S1496,James Williams,"female, 5'8"", denim jacket",43,2025-07-21,35-44,Theft from the person,Yes,N16 0QA
S1103,Thomas Hall,"female, 5'4"", black hoodie",6,2025-07-28,55+,Theft from the person,Yes,W5 9BU
S0458,Evelyn Brown,"female, 5'7"", white t-shirt",0,2025-07-29,35-44,Theft from the person,Yes,EC1A 9EA
S1355,Susan White,"male, 5'4"", red jacket",0,2025-06-12,55+,Theft from the person,No,W13 8BW
S0971,Elizabeth Campbell,"female, 6'2"", leather jacket",10,2025-07-10,18-24,Theft from the person,No,DA1 3QA
S0605,Sarah Hill,"male, 5'9"", red jacket",2,2025-05-22,18-24,Bicycle theft,No,SE7 8BD
S1432,Richard Smith,"female, 5'5"", red jacket",18,2025-05-08,25-34,Theft from the person,No,EC3V 9BQ
S0152,Sophia Adams,"male, 5'7"", leather jacket",14,2025-05-20,35-44,Theft from the person,Yes,N19 4RG
S1275,Robert Williams,"female, 5'5"", baseball cap",10,2025-07-11,35-44,Theft from the person,No,SE1P 5LQ
S1226,Charlotte Torres,"male, 5'6"", red jacket",8,2025-07-04,35-44,Bicycle theft,Yes,DA1 4RD
S1410,Sophia King,"female, 5'9"", red jacket",14,2025-06-11,25-34,Theft from the person,Yes,TW9 4AJ
S0203,Matthew Roberts,"male, 5'7"", grey sweater",6,2025-07-30,45-54,Theft from the person,Yes,SE16 7XD
S1119,John Wilson,"female, 5'4"", tracksuit",25,2025-05-30,35-44,Bicycle theft,Yes,W1S 3PD
S1281,Mia Garcia,"male, 5'11"", white t-shirt",12,2025-06-27,25-34,Bicycle theft,No,BR7 5TZ
S1279,Susan Nguyen,"male, 5'10"", dark coat",4,2025-05-18,25-34,Theft from the person,Yes,CR4 3DQ
S1228,James Johnson,"male, 6'0"", baseball cap",15,2025-07-17,45-54,Bicycle theft,Yes,DA7 5LJ
